tavg,tmin,tmax,prcp,wspd,pres,PC1,PC2
4.0,-2.0,11.1,0.9,10.0,1007.8,-1.1731038225839316,0.3510652047704155
3.6,-0.6,9.1,0.0,10.9,1019.6,-1.5492567437447944,-0.6851406620782646
4.1,-2.5,11.2,0.0,7.7,1017.0,-1.544872736395941,-0.8991281092577836
4.3,-2.2,12.0,0.0,11.3,1007.0,-1.0303320456108245,0.47211165296399604
4.2,0.8,9.1,0.0,12.0,1005.9,-0.9524916477279128,0.6780337640740729
2.9,-0.9,8.7,0.0,8.7,1012.3,-1.465252814866062,-0.3063447875368828
3.1,-3.1,10.5,0.0,11.1,1002.4,-1.0891562736277793,0.9053813965925385
-1.4,-4.8,2.7,0.0,21.4,1016.2,-1.9615596070409491,1.2343222452106752
-0.1,-5.8,6.4,0.0,9.8,1024.7,-2.4123234972647563,-1.1573091655174077
3.0,-2.4,10.5,0.0,7.5,1023.9,-1.8684648165578324,-1.5268559768698011
5.9,0.3,13.3,0.0,5.4,1019.8,-1.332655070343572,-1.5430196074349245
7.6,2.1,16.2,0.0,9.6,1009.1,-0.4903023026584277,-0.09129359272907671
5.3,-0.5,11.7,0.5,13.7,1008.5,-0.8686285729091058,0.6981030809552894
0.9,-2.0,5.9,0.0,11.1,1023.4,-2.0713064511430876,-0.9084593978109171
2.6,-2.7,7.3,2.1,9.9,1013.0,-1.6942065580872043,0.09681773394787925
-0.0,-4.6,2.4,12.2,11.7,1017.6,-2.5367976296691457,1.3044547845666872
-3.1,-6.3,2.5,0.0,7.8,1024.4,-2.875776740177958,-1.3033697582979327
-1.4,-6.9,5.3,0.0,7.8,1021.5,-2.572783048899715,-1.0959652491087342
0.6,-4.1,6.9,0.0,9.3,1021.6,-2.1617336126423305,-0.9782306199387419
1.9,-2.3,8.4,0.0,7.7,1025.3,-2.074719209124163,-1.5838456555118225
0.9,-3.6,7.0,0.0,7.7,1028.5,-2.3860943805838493,-1.8270156450387096
4.0,-2.7,12.0,0.0,5.8,1024.3,-1.8195271027587288,-1.8227877859174397
3.6,-0.6,9.8,0.0,6.8,1024.6,-1.81047704008825,-1.7000445289020119
1.3,-2.8,7.3,0.0,6.3,1026.2,-2.2722880816975475,-1.8258363223165266
2.3,-2.7,9.0,0.0,5.7,1025.3,-2.1104775015869963,-1.8630573183829113
3.4,-2.8,11.5,0.0,5.9,1019.7,-1.7340064244471176,-1.378914217245086
4.5,-0.7,10.4,0.0,13.2,1010.1,-1.0514849728950635,0.4542583376641586
-1.2,-4.3,1.9,0.0,13.7,1020.0,-2.3418603887528877,-0.1439390417347701
-3.7,-7.2,0.1,0.0,14.1,1029.0,-3.0289586070866727,-0.816573056667349
-1.6,-7.0,4.0,0.0,6.9,1026.2,-2.840609091154601,-1.6192398359032858
0.5,-3.7,5.2,0.0,5.5,1017.4,-2.2240621733225443,-1.0904437624684868
0.3,-3.3,5.9,0.0,11.9,1014.3,-1.861653150054495,0.041211481573608065
2.4,-2.9,8.8,0.0,12.4,1018.2,-1.674584676170373,-0.31402280493728385
2.9,-1.5,9.9,0.0,15.0,1015.5,-1.3313033951162074,0.24415183278871835
-1.0,-4.5,5.1,0.0,13.3,1021.8,-2.2450559175709555,-0.40730583337766424
1.0,-4.4,7.2,0.0,14.4,1021.0,-1.951695768255153,-0.24145974566615908
1.7,-4.2,8.6,0.0,9.8,1026.8,-2.1666938519114103,-1.4164606859111086
3.9,-0.7,11.3,0.0,12.1,1025.6,-1.5761145295792167,-1.099101635830725
3.2,-4.0,12.7,0.0,7.7,1025.6,-1.8840720171143404,-1.6709786421595678
4.4,-0.7,11.9,0.0,7.2,1022.6,-1.5819864930416503,-1.5044412408684107
6.6,1.4,13.2,0.0,8.6,1015.7,-0.9937499091470656,-0.7591763601496994
4.5,2.0,9.2,0.0,7.1,1019.3,-1.45542280708216,-1.2101006417491451
3.7,0.7,8.7,0.0,7.6,1020.5,-1.6266045517541898,-1.2207505945165837
2.8,0.6,5.7,4.1,9.9,1010.4,-1.5341271062930093,0.5671716743098407
2.4,-1.2,7.1,0.0,7.9,1011.0,-1.5805274821403825,-0.26476163935198876
1.4,-1.8,6.4,0.0,11.8,1007.7,-1.4735693665279368,0.5875777844101342
2.2,-2.4,7.4,0.0,11.8,1012.2,-1.5561814268572274,0.16392507260045505
4.8,0.0,10.8,0.0,11.4,1009.8,-1.0220217482070266,0.22170633554669464
2.5,-3.4,6.2,0.1,26.3,1011.5,-1.1586406025783975,2.2215507042768143
-4.0,-6.1,-0.1,0.0,12.1,1022.9,-2.860827703885751,-0.5412301956932678
